id_via,id_soc,p5_3,n_via,p5_6,p5_7_6,p5_7_7,dto_origen,p5_9_1,p5_9_2,p5_10_1,p5_10_2,p5_11a,p5_12_6,p5_12_7,dto_dest,p5_13,p5_14_01,p5_15_01,p5_14_02,p5_15_02,p5_14_03,p5_15_03,p5_14_04,p5_15_04,p5_14_05,p5_15_05,p5_14_06,p5_15_06,p5_14_07,p5_15_07,p5_14_08,p5_15_08,p5_14_09,p5_15_09,p5_14_10,p5_15_10,p5_14_11,p5_15_11,p5_14_12,p5_15_12,p5_14_13,p5_15_13,p5_14_14,p5_15_14,p5_14_15,p5_15_15,p5_14_16,p5_15_16,p5_14_17,p5_15_17,p5_14_18,p5_15_18,p5_14_19,p5_15_19,p5_14_20,p5_15_20,p5_18,p5_19,p5_20,p5_21_1,p5_21_2,p5_22,p5_23,p5_24,p5_25,p5_26,p5_27_1,p5_27_2,p5_27_3,p5_27_4,p5_27_5,p5_27_6,p5_27_7,p5_27_8,estrato,factor,upm_dis,est_dis,tloc,sexo,edad
750,332,1,01,01,015,09,001,09,00,10,00,03,010,09,047,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,11,00,2,,,1,00,,,,,,,,,3,110,00026,0020,1,1,77
751,332,1,02,03,010,09,047,19,00,20,30,01,015,09,001,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,3,110,00026,0020,1,1,77
751,332,1,02,03,010,09,047,19,00,20,30,01,015,09,001,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,3,110,00026,0020,1,1,77
74,35,1,01,01,015,09,001,11,00,11,30,03,015,09,002,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,06,30,2,,,1,00,,,,,,,,,3,115,00003,0020,1,1,31
74,35,1,01,01,015,09,001,11,00,11,30,03,015,09,002,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,06,30,2,,,1,00,,,,,,,,,3,115,00003,0020,1,1,31
75,35,1,02,03,015,09,002,18,00,18,30,01,015,09,001,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,99,99,2,,,1,00,,,,,,,,,3,115,00003,0020,1,1,31
75,35,1,02,03,015,09,002,18,00,18,30,01,015,09,001,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,99,99,2,,,1,00,,,,,,,,,3,115,00003,0020,1,1,31
76,35,2,01,01,015,09,001,20,00,21,00,07,007,09,041,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,3,99,99,2,,,1,01,2,2,2,1,2,2,2,2,3,115,00003,0020,1,1,31
76,35,2,01,01,015,09,001,20,00,21,00,07,007,09,041,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,3,99,99,2,,,1,01,2,2,2,1,2,2,2,2,3,115,00003,0020,1,1,31
1221,557,1,01,01,015,09,001,09,00,10,00,03,015,09,008,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,1,02,2,09,00,2,,,1,01,1,2,2,2,2,2,2,2,2,124,00041,0010,1,1,35
1221,557,1,01,01,015,09,001,09,00,10,00,03,015,09,008,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,1,02,2,09,00,2,,,1,01,1,2,2,2,2,2,2,2,2,124,00041,0010,1,1,35
1222,557,1,02,03,015,09,008,19,00,20,30,01,015,09,001,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,1,01,1,13,00,1,0480,5,1,02,1,1,2,2,2,2,2,2,2,124,00041,0010,1,1,35
1222,557,1,02,03,015,09,008,19,00,20,30,01,015,09,001,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,1,01,1,13,00,1,0480,5,1,02,1,1,2,2,2,2,2,2,2,124,00041,0010,1,1,35
1223,557,2,01,01,015,09,001,10,00,11,00,07,015,09,008,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,02,3,10,00,2,,,1,02,2,1,2,1,2,2,2,2,2,124,00041,0010,1,1,35
1223,557,2,01,01,015,09,001,10,00,11,00,07,015,09,008,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,02,3,10,00,2,,,1,02,2,1,2,1,2,2,2,2,2,124,00041,0010,1,1,35
1224,557,2,02,07,015,09,008,20,00,20,40,01,015,09,001,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,02,1,15,00,1,0480,5,1,01,2,2,2,1,2,2,2,2,2,124,00041,0010,1,1,35
1224,557,2,02,07,015,09,008,20,00,20,40,01,015,09,001,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,02,1,15,00,1,0480,5,1,01,2,2,2,1,2,2,2,2,2,124,00041,0010,1,1,35
2748,1180,1,01,01,015,09,002,05,00,07,00,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,99,99,2,,,1,00,,,,,,,,,3,168,00082,0040,1,2,51
2748,1180,1,01,01,015,09,002,05,00,07,00,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,99,99,2,,,1,00,,,,,,,,,3,168,00082,0040,1,2,51
2749,1180,1,02,03,016,09,016,17,00,17,45,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,99,99,2,,,1,00,,,,,,,,,3,168,00082,0040,1,2,51
2749,1180,1,02,03,016,09,016,17,00,17,45,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,99,99,2,,,1,00,,,,,,,,,3,168,00082,0040,1,2,51
2811,1212,1,01,01,015,09,002,06,30,06,45,02,015,09,008,03,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,08,00,2,,,1,00,,,,,,,,,3,263,00083,0040,1,2,18
2811,1212,1,01,01,015,09,002,06,30,06,45,02,015,09,008,03,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,08,00,2,,,1,00,,,,,,,,,3,263,00083,0040,1,2,18
3533,1486,1,01,01,015,09,002,06,30,06,55,08,016,09,016,08,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,01,2,99,99,2,,,1,00,,,,,,,,,2,111,00102,0030,1,2,46
3533,1486,1,01,01,015,09,002,06,30,06,55,08,016,09,016,08,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,01,2,99,99,2,,,1,00,,,,,,,,,2,111,00102,0030,1,2,46
3534,1486,1,02,08,016,09,016,15,30,16,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,2,111,00102,0030,1,2,46
3534,1486,1,02,08,016,09,016,15,30,16,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,2,111,00102,0030,1,2,46
3572,1501,2,01,01,015,09,002,06,00,07,00,05,007,09,038,04,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,1,99,99,1,0060,1,1,00,,,,,,,,,3,45,00104,0040,1,1,56
3572,1501,2,01,01,015,09,002,06,00,07,00,05,007,09,038,04,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,1,99,99,1,0060,1,1,00,,,,,,,,,3,45,00104,0040,1,1,56
3573,1501,2,02,05,007,09,038,10,00,10,15,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,99,99,2,,,1,02,2,1,1,2,2,2,2,2,3,45,00104,0040,1,1,56
3573,1501,2,02,05,007,09,038,10,00,10,15,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,99,99,2,,,1,02,2,1,1,2,2,2,2,2,3,45,00104,0040,1,1,56
3594,1516,1,01,01,015,09,002,07,00,07,40,06,017,09,006,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,05,20,2,,,1,00,,,,,,,,,4,107,00105,0050,1,1,59
3594,1516,1,01,01,015,09,002,07,00,07,40,06,017,09,006,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,05,20,2,,,1,00,,,,,,,,,4,107,00105,0050,1,1,59
3595,1516,1,02,06,017,09,006,12,00,13,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,107,00105,0050,1,1,59
3595,1516,1,02,06,017,09,006,12,00,13,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,107,00105,0050,1,1,59
3596,1516,2,01,01,015,09,002,06,00,06,30,10,014,09,014,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,09,30,2,,,1,00,,,,,,,,,4,107,00105,0050,1,1,59
3596,1516,2,01,01,015,09,002,06,00,06,30,10,014,09,014,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,09,30,2,,,1,00,,,,,,,,,4,107,00105,0050,1,1,59
3597,1516,2,02,10,014,09,014,16,00,16,45,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,107,00105,0050,1,1,59
3597,1516,2,02,10,014,09,014,16,00,16,45,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,107,00105,0050,1,1,59
3598,1517,1,01,01,015,09,002,07,00,07,40,02,017,09,006,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,08,20,2,,,1,00,,,,,,,,,4,107,00105,0050,1,2,60
3598,1517,1,01,01,015,09,002,07,00,07,40,02,017,09,006,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,08,20,2,,,1,00,,,,,,,,,4,107,00105,0050,1,2,60
3599,1517,1,02,02,017,09,006,16,00,17,20,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,107,00105,0050,1,2,60
3599,1517,1,02,02,017,09,006,16,00,17,20,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,107,00105,0050,1,2,60
3602,1518,2,01,01,015,09,002,18,00,18,10,09,016,09,016,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,01,40,1,0050,1,1,00,,,,,,,,,4,107,00105,0050,1,2,27
3602,1518,2,01,01,015,09,002,18,00,18,10,09,016,09,016,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,01,40,1,0050,1,1,00,,,,,,,,,4,107,00105,0050,1,2,27
3603,1518,2,02,09,016,09,016,20,00,20,10,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,107,00105,0050,1,2,27
3603,1518,2,02,09,016,09,016,20,00,20,10,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,107,00105,0050,1,2,27
3605,1520,1,01,01,015,09,002,09,00,09,20,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,24,00,2,,,1,00,,,,,,,,,4,107,00105,0050,1,2,51
3605,1520,1,01,01,015,09,002,09,00,09,20,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,24,00,2,,,1,00,,,,,,,,,4,107,00105,0050,1,2,51
3606,1521,1,01,01,015,09,002,07,30,08,00,08,015,09,002,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,13,00,2,,,1,02,2,1,2,2,2,2,2,2,3,299,00106,0040,1,1,42
3606,1521,1,01,01,015,09,002,07,30,08,00,08,015,09,002,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,13,00,2,,,1,02,2,1,2,2,2,2,2,2,3,299,00106,0040,1,1,42
3607,1521,1,02,08,015,09,002,21,00,21,10,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,1,42
3607,1521,1,02,08,015,09,002,21,00,21,10,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,1,42
3608,1521,2,01,03,015,09,002,07,50,08,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,13,00,2,,,1,00,,,,,,,,,3,299,00106,0040,1,1,42
3608,1521,2,01,03,015,09,002,07,50,08,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,13,00,2,,,1,00,,,,,,,,,3,299,00106,0040,1,1,42
3613,1522,2,02,03,015,09,002,21,00,21,10,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,2,35
3613,1522,2,02,03,015,09,002,21,00,21,10,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,2,35
3614,1523,1,01,01,015,09,002,07,00,09,00,03,106,15,888,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,11,00,2,,,1,00,,,,,,,,,3,299,00106,0040,1,1,40
3614,1523,1,01,01,015,09,002,07,00,09,00,03,106,15,888,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,11,00,2,,,1,00,,,,,,,,,3,299,00106,0040,1,1,40
3615,1523,1,02,03,106,15,888,20,00,22,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,1,40
3615,1523,1,02,03,106,15,888,20,00,22,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,1,40
3616,1523,2,01,01,015,09,002,07,00,09,00,03,106,15,888,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,06,00,2,,,1,00,,,,,,,,,3,299,00106,0040,1,1,40
3616,1523,2,01,01,015,09,002,07,00,09,00,03,106,15,888,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,06,00,2,,,1,00,,,,,,,,,3,299,00106,0040,1,1,40
3617,1523,2,02,03,106,15,888,15,00,17,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,1,40
3617,1523,2,02,03,106,15,888,15,00,17,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,1,40
3628,1531,1,01,01,015,09,002,08,30,08,50,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,11,00,2,,,1,00,,,,,,,,,3,299,00106,0040,1,1,41
3628,1531,1,01,01,015,09,002,08,30,08,50,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,11,00,2,,,1,00,,,,,,,,,3,299,00106,0040,1,1,41
3629,1531,1,02,03,016,09,016,14,00,14,20,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,1,41
3629,1531,1,02,03,016,09,016,14,00,14,20,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,1,41
3630,1531,2,01,01,015,09,002,10,00,10,25,07,104,15,113,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,11,00,2,,,1,01,2,2,2,1,2,2,2,2,3,299,00106,0040,1,1,41
3630,1531,2,01,01,015,09,002,10,00,10,25,07,104,15,113,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,11,00,2,,,1,01,2,2,2,1,2,2,2,2,3,299,00106,0040,1,1,41
3631,1531,2,02,07,104,15,113,21,00,21,25,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,1,41
3631,1531,2,02,07,104,15,113,21,00,21,25,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,299,00106,0040,1,1,41
3645,1536,1,01,01,015,09,002,06,00,06,45,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,14,00,1,0030,2,1,00,,,,,,,,,3,132,00107,0040,1,1,54
3645,1536,1,01,01,015,09,002,06,00,06,45,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,3,14,00,1,0030,2,1,00,,,,,,,,,3,132,00107,0040,1,1,54
3646,1536,1,02,03,016,09,016,22,15,23,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,3,132,00107,0040,1,1,54
3646,1536,1,02,03,016,09,016,22,15,23,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,3,132,00107,0040,1,1,54
3706,1564,1,01,01,015,09,002,08,00,08,30,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,03,2,14,00,2,,,1,00,,,,,,,,,4,152,00109,0050,1,2,41
3706,1564,1,01,01,015,09,002,08,00,08,30,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,03,2,14,00,2,,,1,00,,,,,,,,,4,152,00109,0050,1,2,41
3707,1564,1,02,03,016,09,016,22,00,22,40,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,152,00109,0050,1,2,41
3707,1564,1,02,03,016,09,016,22,00,22,40,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,152,00109,0050,1,2,41
3708,1564,2,01,01,015,09,002,09,00,11,30,07,114,21,888,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,3,09,00,2,,,1,01,2,1,2,2,2,2,2,2,4,152,00109,0050,1,2,41
3708,1564,2,01,01,015,09,002,09,00,11,30,07,114,21,888,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,3,09,00,2,,,1,01,2,1,2,2,2,2,2,2,4,152,00109,0050,1,2,41
3718,1567,1,03,01,015,09,002,07,30,07,47,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,12,00,2,,,1,00,,,,,,,,,4,152,00109,0050,1,1,46
3718,1567,1,03,01,015,09,002,07,30,07,47,03,016,09,016,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,12,00,2,,,1,00,,,,,,,,,4,152,00109,0050,1,1,46
3719,1567,1,04,03,016,09,016,20,00,20,18,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,152,00109,0050,1,1,46
3719,1567,1,04,03,016,09,016,20,00,20,18,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,4,152,00109,0050,1,1,46
3764,1587,1,03,01,015,09,002,19,50,20,20,06,017,09,004,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,01,40,2,,,1,00,,,,,,,,,3,235,00112,0040,1,1,30
3764,1587,1,03,01,015,09,002,19,50,20,20,06,017,09,004,05,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,2,01,40,2,,,1,00,,,,,,,,,3,235,00112,0040,1,1,30
3765,1587,1,04,06,017,09,004,21,30,22,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,3,235,00112,0040,1,1,30
3765,1587,1,04,06,017,09,004,21,30,22,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,01,4,,,,,,1,00,,,,,,,,,3,235,00112,0040,1,1,30
3766,1587,2,01,01,015,09,002,09,00,10,00,12,037,15,101,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,07,00,2,,,1,00,,,,,,,,,3,235,00112,0040,1,1,30
3766,1587,2,01,01,015,09,002,09,00,10,00,12,037,15,101,02,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,07,00,2,,,1,00,,,,,,,,,3,235,00112,0040,1,1,30
3767,1587,2,02,12,037,15,101,16,00,17,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,235,00112,0040,1,1,30
3767,1587,2,02,12,037,15,101,16,00,17,00,01,015,09,002,01,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,4,,,,,,1,00,,,,,,,,,3,235,00112,0040,1,1,30
3776,1589,2,01,01,015,09,002,15,30,15,45,09,015,09,002,10,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,02,2,04,20,1,0038,1,1,00,,,,,,,,,3,235,00112,0040,1,1,41
